1	1.1975	5.4625	5.8432	235.68	344.88
2	1.0284	4.6436	5.1794	103.92	177.57
3	0.9466	4.3721	4.9421	79.21	140.07
4	0.8989	4.2846	4.8767	72.58	131.19
5	0.8594	4.2569	4.8531	70.59	128.14
6	0.8211	4.2518	4.8694	70.23	130.24
7	0.7769	4.2563	4.8999	70.55	134.27
8	0.6632	4.2246	4.8789	68.34	131.49
9	0.6390	4.2749	4.9334	71.87	138.85
10	0.5959	4.2804	4.9337	72.27	138.90
11	0.5823	4.2781	4.9292	72.10	138.26
12	0.5780	4.2752	4.9284	71.90	138.15
13	0.5769	4.2744	4.9281	71.84	138.11
14	0.5766	4.2742	4.9280	71.83	138.10
15	0.5765	4.2742	4.9280	71.82	138.10
16	0.5765	4.2742	4.9279	71.82	138.10
17	0.5765	4.2742	4.9279	71.82	138.10
18	0.5765	4.2742	4.9279	71.82	138.10
19	0.5765	4.2742	4.9279	71.82	138.10
20	0.5765	4.2742	4.9279	71.82	138.10
21	0.5765	4.2742	4.9279	71.82	138.10
22	0.5765	4.2742	4.9279	71.82	138.10
23	0.5765	4.2742	4.9279	71.82	138.10
24	0.5765	4.2742	4.9279	71.82	138.10
25	0.5765	4.2742	4.9279	71.82	138.10
